symbol,price,cost_100_shares,target_price,earnings_date,tv_rating,score,chance_of_profit,iv,delta,strike,expiration_date,premium
CZR,25.28,2528.0,41.47059,,,0.7138681696000768,85.86650173041814,1.0,0.8586650173041813,18.0,2026-01-16,12.6
CHTR,267.01,26701.0,400.78946,,,0.6797969188270068,89.7442741769954,1.0,0.897442741769954,190.0,2025-12-19,219.85
EXE,93.05,9305.0,133.37038,,,0.6568623606104624,88.43325445891203,1.0,0.8843325445891204,50.0,2026-01-16,41.5
CTRA,23.1,2310.0,33.52,,,0.6558526080033451,85.26396633933486,1.0,0.8526396633933486,17.0,2026-01-16,7.51
CMG,43.25,4325.0,58.25806,,,0.6337913133156643,89.84458151332346,1.0,0.8984458151332346,30.0,2026-01-16,14.07
DVN,33.58,3358.0,44.92857,,,0.6303463489943826,89.47974090576785,1.0,0.8947974090576786,32.0,2025-08-22,1.99
FANG,138.96,13896.0,182.56667,,,0.6201338340357565,87.99581382271413,1.0,0.8799581382271413,70.31,2026-01-16,106.25
DXCM,80.9,8090.000000000001,102.08,,,0.6076559103462029,89.55725059955387,1.0,0.8955725059955386,55.0,2026-01-16,23.0
HAL,21.11,2111.0,26.54167,,,0.6059516640453182,89.38035594497077,1.0,0.8938035594497077,19.0,2025-08-22,1.85
COO,74.02,7402.0,93.26667,,,0.6041253974435015,88.0597197971358,1.0,0.8805971979713579,50.0,2025-11-21,23.15
EQT,50.54,5054.0,62.72,,,0.6006744516991454,89.18764136203805,1.0,0.8918764136203805,35.0,2026-01-16,16.7
EPAM,167.53,16753.0,212.9375,,,0.6000202509450787,84.35397433542953,1.0,0.8435397433542953,145.0,2025-09-19,17.6
FIS,69.33,6933.0,85.61111,,,0.5999599187226664,89.75471055129424,1.0,0.8975471055129424,47.5,2025-12-19,17.6
CTSH,70.86,7086.0,87.63136,,,0.5998608488504735,89.42796887908942,1.0,0.8942796887908941,35.0,2026-01-16,41.5
DDOG,128.99,12899.0,159.93175,,,0.5989348983208149,88.48588082177655,1.0,0.8848588082177655,123.0,2025-08-22,6.21
CPRT,47.81,4781.0,58.625,,,0.5972443767740232,89.69100244264845,1.0,0.8969100244264845,30.0,2026-01-16,19.2
DOW,23.53,2353.0,28.94118,,,0.5967210451430336,88.86511245676964,1.0,0.8886511245676963,17.5,2025-09-19,6.0
STZ,165.9,16590.0,204.78261,,,0.5959398510508909,87.81385861766971,1.0,0.878138586176697,120.0,2026-01-16,48.8
CARR,66.98,6698.0,83.31136,,,0.5955671134162035,86.20989292786885,1.0,0.8620989292786885,57.5,2025-09-19,21.1
DECK,105.52,10552.0,129.27856,,,0.5951392285259768,88.79607370195728,1.0,0.8879607370195728,75.0,2025-12-19,31.44
FCX,41.46,4146.0,50.32105,,,0.5941101814958059,89.99629914153537,1.0,0.8999629914153537,39.5,2025-08-22,1.8
COIN,302.07,30207.0,366.91516,,,0.5938921855509098,89.74569551654139,1.0,0.8974569551654139,220.0,2025-10-17,93.78
CI,302.11,30211.0,367.87216,,,0.5935244849220036,89.11081086323934,1.0,0.8911081086323934,285.0,2025-08-22,14.5
BIIB,138.86,13886.000000000002,169.44144,,,0.5933382814683565,88.63431429027798,1.0,0.8863431429027798,100.0,2026-01-16,41.3
CDW,167.58,16758.0,206.8,,,0.5927210188686622,86.25488823848437,1.0,0.8625488823848437,145.0,2025-09-19,17.6
CAH,149.02,14902.000000000002,180.46153,,,0.5923423762203732,89.52288922413105,1.0,0.8952288922413105,75.0,2026-01-16,89.05
ACN,255.88,25588.0,324.86456,,,0.592079233888488,88.99737377392248,0.9160264648437502,0.8899737377392247,235.0,2025-08-29,13.72
AMAT,162.22,16222.0,195.54839,,,0.5907319562161679,89.54820902905551,1.0,0.8954820902905551,115.0,2026-01-16,50.85
GDDY,144.62,14462.0,192.5294,,,0.5885969446007064,78.10180635563056,0.9150499121093751,0.7810180635563055,135.0,2025-09-05,8.54
FI,139.11,13911.000000000002,184.3258,,,0.5876582811200523,89.99437101024314,0.8007932421875,0.8999437101024315,134.0,2025-08-22,3.7
CNC,29.33,2933.0,34.875,,,0.5854096663610193,89.34649700594436,1.0,0.8934649700594436,22.5,2025-10-17,7.3
EIX,56.35,5635.0,66.015,,,0.5801405657578704,89.34268749295475,1.0,0.8934268749295475,40.0,2026-01-16,13.38
FTNT,78.09,7809.0,91.09583,,,0.5794879392724421,89.76158392742353,1.0,0.8976158392742353,52.5,2026-01-16,28.2
DASH,248.37,24837.0,289.7972,,,0.5793549026845475,89.65800454918276,1.0,0.8965800454918276,165.0,2026-01-16,97.2
APO,137.08,13708.000000000002,162.48125,,,0.5790836363003922,86.74646142419672,1.0,0.8674646142419673,77.5,2026-01-16,58.04
ELV,312.0,31200.0,368.44443,,,0.5783822205019602,87.05436505867243,1.0,0.8705436505867243,220.0,2026-01-16,67.4
ENPH,36.23,3622.9999999999995,42.20156,,,0.5783187232275815,89.43581758950143,1.0,0.8943581758950143,29.0,2025-09-12,6.95
COP,93.76,9376.0,116.19231,,,0.5774275238336166,89.93414786230744,0.8789174609375,0.8993414786230745,90.0,2025-08-22,4.05
CRWD,418.6,41860.0,482.37512,,,0.5754868567757266,89.89042313224938,1.0,0.8989042313224938,190.0,2025-11-21,328.71
AXON,758.29,75829.0,873.67334,,,0.5753504380082484,89.85083651193783,1.0,0.8985083651193783,340.0,2026-01-16,396.0
GEHC,73.97,7397.0,87.253,,,0.5743391949760327,88.45530154389941,0.9677837597656251,0.8845530154389941,60.0,2025-10-17,12.8
XYZ,74.3,7430.0,85.42432,,,0.573663117386565,89.37330835680868,1.0,0.8937330835680868,62.5,2025-09-19,14.4
APA,20.24,2023.9999999999998,23.57143,,,0.5735922425965228,87.10666971723369,1.0,0.8710666971723369,18.0,2025-08-22,2.74
DHR,212.2,21220.0,245.95,,,0.5727547926224521,87.52018613214972,1.0,0.8752018613214971,175.0,2025-09-19,31.0
FICO,1384.93,138493.0,1893.3253,,,0.5708815525302033,67.64407417465357,0.8773305627441408,0.6764407417465357,1320.0,2025-09-19,75.75
COR,294.71,29470.999999999996,333.2857,,,0.569244015014537,89.98794351215463,1.0,0.8998794351215462,220.0,2025-11-21,77.7
EMR,131.59,13159.0,149.69385,,,0.5685555802650684,88.64113461159792,1.0,0.8864113461159793,95.0,2025-12-19,53.1
FITB,42.8,4280.0,48.01136,,,0.5664854874305272,89.97863156573085,1.0,0.8997863156573085,35.0,2025-09-19,6.75
GE,265.93,26593.0,297.93332,,,0.5658638589676583,89.89140097391359,0.9998879309082032,0.8989140097391359,200.0,2025-11-21,76.05
CCL,29.57,2957.0,33.09091,,,0.565367636255552,89.82326689341687,1.0,0.8982326689341686,26.0,2025-09-05,3.45
